datetime,symbol,open,high,low,close,volume,open_interest
2026-03-12 09:00:00,RB0,3426.69,3434.78,3419.78,3427.4,119255.0,809951.0
2026-03-12 10:00:00,RB0,3428.86,3436.25,3421.84,3429.73,115851.0,809303.0
2026-03-12 11:00:00,RB0,3431.12,3439.61,3424.3,3431.99,109822.0,808683.0
2026-03-12 13:00:00,RB0,3433.4,3441.62,3427.04,3434.12,101408.0,808094.0
2026-03-12 14:00:00,RB0,3435.65,3442.4,3429.87,3436.07,90944.0,807539.0
2026-03-13 09:00:00,RB0,3437.8,3445.34,3431.43,3437.81,78848.0,807022.0
2026-03-13 10:00:00,RB0,3439.82,3447.42,3432.52,3439.35,65602.0,806545.0
2026-03-13 11:00:00,RB0,3441.65,3448.13,3433.67,3440.69,51734.0,806111.0
2026-03-13 13:00:00,RB0,3443.27,3450.67,3434.97,3441.87,62203.0,805721.0
2026-03-13 14:00:00,RB0,3444.63,3452.31,3436.42,3442.92,75654.0,805378.0
2026-03-16 09:00:00,RB0,3445.73,3452.41,3437.94,3443.87,88081.0,805083.0
2026-03-16 10:00:00,RB0,3446.55,3453.81,3438.52,3444.73,98991.0,804837.0
2026-03-16 11:00:00,RB0,3447.07,3454.79,3438.8,3445.52,107948.0,804641.0
2026-03-16 13:00:00,RB0,3447.3,3454.17,3439.21,3446.21,114594.0,804494.0
2026-03-16 14:00:00,RB0,3447.23,3454.33,3439.8,3446.76,118666.0,804396.0
2026-03-17 09:00:00,RB0,3446.87,3454.87,3440.23,3447.13,119999.0,804346.0
2026-03-17 10:00:00,RB0,3446.22,3454.31,3440.12,3447.26,118542.0,804345.0
2026-03-17 11:00:00,RB0,3445.3,3453.99,3439.26,3447.06,114353.0,804389.0
2026-03-17 13:00:00,RB0,3444.12,3454.2,3437.53,3446.47,107598.0,804478.0
2026-03-17 14:00:00,RB0,3442.69,3452.66,3435.75,3445.44,98547.0,804608.0
2026-03-18 09:00:00,RB0,3441.03,3450.67,3434.02,3443.93,87560.0,804778.0
2026-03-18 10:00:00,RB0,3439.14,3449.62,3432.38,3441.93,75076.0,804984.0
2026-03-18 11:00:00,RB0,3437.06,3446.82,3430.79,3439.45,61592.0,805224.0
2026-03-18 13:00:00,RB0,3434.8,3443.09,3428.93,3436.55,52354.0,805494.0
2026-03-18 14:00:00,RB0,3432.38,3440.91,3425.93,3433.29,66206.0,805789.0
2026-03-19 09:00:00,RB0,3429.84,3437.33,3422.91,3429.78,79412.0,806107.0
2026-03-19 10:00:00,RB0,3427.2,3433.53,3419.13,3426.15,91445.0,806444.0
2026-03-19 11:00:00,RB0,3424.49,3432.03,3415.67,3422.52,101826.0,806793.0
2026-03-19 13:00:00,RB0,3421.77,3429.36,3412.6,3419.03,110141.0,807153.0
2026-03-19 14:00:00,RB0,3419.06,3425.52,3409.96,3415.79,116059.0,807517.0
2026-03-20 09:00:00,RB0,3416.41,3423.83,3406.6,3412.9,119343.0,807882.0
2026-03-20 10:00:00,RB0,3413.88,3421.55,3403.67,3410.45,119862.0,808243.0
2026-03-20 11:00:00,RB0,3411.51,3418.17,3401.46,3408.47,117596.0,808596.0
2026-03-20 13:00:00,RB0,3409.35,3416.62,3400.05,3406.99,112635.0,808935.0
2026-03-20 14:00:00,RB0,3407.45,3415.17,3399.41,3405.98,195178.0,809258.0
2026-03-23 09:00:00,RB0,3405.85,3412.71,3399.41,3405.42,95520.0,809559.0
2026-03-23 10:00:00,RB0,3404.6,3412.36,3398.46,3405.24,84048.0,809835.0
2026-03-23 11:00:00,RB0,3403.72,3413.12,3397.05,3405.38,71218.0,810082.0
2026-03-23 13:00:00,RB0,3403.24,3412.8,3396.27,3405.76,57543.0,810296.0
2026-03-23 14:00:00,RB0,3403.18,3413.27,3396.2,3406.33,56433.0,810475.0
2026-03-24 09:00:00,RB0,3403.55,3414.75,3396.85,3407.02,70153.0,810615.0
2026-03-24 10:00:00,RB0,3404.32,3415.02,3398.14,3407.81,83070.0,810713.0
2026-03-24 11:00:00,RB0,3405.5,3415.43,3399.54,3408.68,94667.0,810768.0
2026-03-24 13:00:00,RB0,3407.04,3417.33,3400.5,3409.63,104485.0,810777.0
2026-03-24 14:00:00,RB0,3408.9,3418.04,3401.98,3410.69,112130.0,810738.0
2026-03-25 09:00:00,RB0,3411.03,3418.43,3404.02,3411.88,117298.0,810652.0
2026-03-25 10:00:00,RB0,3413.38,3421.0,3406.42,3413.23,119783.0,810516.0
2026-03-25 11:00:00,RB0,3415.86,3423.35,3408.43,3414.77,119486.0,810331.0
2026-03-25 13:00:00,RB0,3418.42,3424.77,3410.75,3416.53,116419.0,810096.0
2026-03-25 14:00:00,RB0,3420.98,3428.52,3412.1,3418.49,110704.0,809812.0
2026-03-26 09:00:00,RB0,3423.46,3431.05,3413.79,3420.63,102569.0,809480.0
2026-03-26 10:00:00,RB0,3425.79,3432.25,3415.88,3422.9,92338.0,809102.0
2026-03-26 11:00:00,RB0,3427.91,3435.33,3418.32,3425.22,80420.0,808677.0
2026-03-26 13:00:00,RB0,3429.75,3437.42,3421.01,3427.51,67288.0,808210.0
2026-03-26 14:00:00,RB0,3431.26,3437.92,3423.73,3429.65,53467.0,807702.0
2026-03-27 09:00:00,RB0,3432.41,3439.69,3425.31,3431.53,60491.0,807155.0
2026-03-27 10:00:00,RB0,3433.16,3440.87,3426.32,3433.05,74032.0,806574.0
2026-03-27 11:00:00,RB0,3433.49,3440.94,3426.5,3434.09,86615.0,805960.0
2026-03-27 13:00:00,RB0,3433.4,3441.73,3426.44,3434.6,97737.0,805319.0
2026-03-27 14:00:00,RB0,3432.9,3442.26,3426.26,3434.52,106957.0,804653.0
2026-03-30 09:00:00,RB0,3431.99,3440.86,3425.9,3433.83,113906.0,803966.0
2026-03-30 10:00:00,RB0,3430.71,3439.51,3424.66,3432.56,118307.0,803263.0
2026-03-30 11:00:00,RB0,3429.09,3438.48,3422.49,3430.75,119986.0,802549.0
2026-03-30 13:00:00,RB0,3427.17,3435.68,3420.22,3428.48,118873.0,801827.0
2026-03-30 14:00:00,RB0,3424.99,3432.62,3417.99,3425.86,115016.0,801101.0
2026-03-31 09:00:00,RB0,3422.61,3430.68,3415.86,3422.98,108566.0,800378.0
2026-03-31 10:00:00,RB0,3420.07,3427.42,3413.71,3419.97,99781.0,799660.0
2026-03-31 11:00:00,RB0,3417.42,3423.98,3411.05,3416.92,89012.0,798953.0
2026-03-31 13:00:00,RB0,3414.71,3422.34,3407.48,3413.94,76688.0,798260.0
2026-03-31 14:00:00,RB0,3411.98,3419.46,3404.22,3411.1,63299.0,797586.0
2026-04-01 09:00:00,RB0,3409.28,3415.64,3401.41,3408.43,50620.0,796936.0
2026-04-01 10:00:00,RB0,3406.64,3414.19,3399.12,3405.97,154514.0,796312.0
2026-04-01 11:00:00,RB0,3404.11,3411.69,3397.31,3403.73,77829.0,795719.0
2026-04-01 13:00:00,RB0,3401.7,3408.14,3395.84,3401.67,90035.0,795160.0
2026-04-01 14:00:00,RB0,3399.45,3407.2,3393.14,3399.77,100645.0,794639.0
2026-04-02 09:00:00,RB0,3397.38,3405.66,3390.6,3398.0,109235.0,794157.0
2026-04-02 10:00:00,RB0,3395.51,3402.98,3388.5,3396.34,115465.0,793718.0
2026-04-02 11:00:00,RB0,3393.86,3402.05,3386.93,3394.75,119084.0,793323.0
2026-04-02 13:00:00,RB0,3392.45,3400.97,3385.89,3393.25,119949.0,792975.0
2026-04-02 14:00:00,RB0,3391.29,3398.68,3385.29,3391.85,118026.0,792674.0
2026-04-03 09:00:00,RB0,3390.39,3397.71,3384.24,3390.58,113390.0,792422.0
2026-04-03 10:00:00,RB0,3389.76,3397.5,3382.82,3389.49,106228.0,792220.0
2026-04-03 11:00:00,RB0,3389.42,3396.44,3381.68,3388.66,96824.0,792067.0
2026-04-03 13:00:00,RB0,3389.38,3396.34,3381.16,3388.14,85553.0,791964.0
2026-04-03 14:00:00,RB0,3389.62,3397.36,3381.33,3388.02,72864.0,791909.0
2026-04-06 09:00:00,RB0,3390.17,3397.35,3382.17,3388.34,59265.0,791902.0
2026-04-06 10:00:00,RB0,3391.0,3397.78,3383.17,3389.14,54705.0,791941.0
2026-04-06 11:00:00,RB0,3392.12,3399.82,3383.9,3390.44,68486.0,792024.0
2026-04-06 13:00:00,RB0,3393.51,3400.84,3385.29,3392.21,81531.0,792150.0
2026-04-06 14:00:00,RB0,3395.14,3401.72,3387.39,3394.41,93318.0,792316.0
2026-04-07 09:00:00,RB0,3396.99,3404.62,3390.15,3396.95,103379.0,792518.0
2026-04-07 10:00:00,RB0,3399.01,3407.21,3392.68,3399.74,111312.0,792754.0
2026-04-07 11:00:00,RB0,3401.18,3409.03,3395.38,3402.65,116800.0,793021.0
2026-04-07 13:00:00,RB0,3403.43,3413.11,3397.03,3405.56,119625.0,793314.0
2026-04-07 14:00:00,RB0,3405.71,3415.91,3398.87,3408.33,119675.0,793629.0
2026-04-08 09:00:00,RB0,3407.96,3417.27,3400.95,3410.84,116946.0,793963.0
2026-04-08 10:00:00,RB0,3410.13,3420.44,3403.24,3413.0,111549.0,794312.0
2026-04-08 11:00:00,RB0,3412.14,3422.38,3405.65,3414.72,103698.0,794670.0
2026-04-08 13:00:00,RB0,3413.93,3422.59,3408.03,3415.96,93706.0,795035.0
2026-04-08 14:00:00,RB0,3415.46,3424.02,3409.22,3416.72,81972.0,795400.0
2026-04-09 09:00:00,RB0,3416.65,3424.7,3409.91,3416.99,68963.0,795761.0
2026-04-09 10:00:00,RB0,3417.47,3424.29,3409.82,3416.82,55199.0,796115.0
2026-04-09 11:00:00,RB0,3417.88,3425.03,3409.31,3416.27,58773.0,796456.0
2026-04-09 13:00:00,RB0,3417.86,3425.6,3408.78,3415.4,72396.0,796781.0
2026-04-09 14:00:00,RB0,3417.38,3424.39,3408.22,3414.3,85125.0,797085.0
2026-04-10 09:00:00,RB0,3416.46,3423.43,3406.94,3413.01,96454.0,797364.0
2026-04-10 10:00:00,RB0,3415.09,3422.83,3404.98,3411.59,105932.0,797614.0
2026-04-10 11:00:00,RB0,3413.31,3420.49,3403.13,3410.08,113179.0,797833.0
2026-04-10 13:00:00,RB0,3411.15,3417.94,3401.49,3408.49,207907.0,798016.0
2026-04-10 14:00:00,RB0,3408.66,3416.36,3400.07,3406.81,119929.0,798160.0
2026-04-13 09:00:00,RB0,3405.89,3413.21,3398.79,3405.03,119162.0,798263.0
2026-04-13 10:00:00,RB0,3402.9,3409.71,3397.01,3403.12,115638.0,798323.0
2026-04-13 11:00:00,RB0,3399.77,3408.69,3393.3,3401.04,109498.0,798337.0
2026-04-13 13:00:00,RB0,3396.57,3406.23,3389.69,3398.77,100985.0,798305.0
2026-04-13 14:00:00,RB0,3393.37,3402.68,3386.35,3396.29,90440.0,798224.0
2026-04-14 09:00:00,RB0,3390.23,3401.17,3383.38,3393.61,78283.0,798094.0
2026-04-14 10:00:00,RB0,3387.23,3398.32,3380.82,3390.75,64998.0,797914.0
2026-04-14 11:00:00,RB0,3384.42,3394.17,3378.61,3387.75,51115.0,797685.0
2026-04-14 13:00:00,RB0,3381.85,3392.15,3375.53,3384.71,62813.0,797407.0
2026-04-14 14:00:00,RB0,3379.57,3389.36,3372.78,3381.7,76229.0,797080.0
2026-04-15 09:00:00,RB0,3377.62,3385.46,3370.6,3378.85,88600.0,796707.0
2026-04-15 10:00:00,RB0,3376.01,3383.57,3369.08,3376.25,99432.0,796288.0
2026-04-15 11:00:00,RB0,3374.76,3382.47,3367.48,3374.03,108293.0,795825.0
2026-04-15 13:00:00,RB0,3373.87,3380.68,3366.29,3372.28,114831.0,795322.0
2026-04-15 14:00:00,RB0,3373.35,3380.5,3364.91,3371.06,118783.0,794779.0
2026-04-16 09:00:00,RB0,3373.17,3380.91,3363.76,3370.44,119994.0,794202.0
2026-04-16 10:00:00,RB0,3373.33,3380.33,3363.44,3370.42,118414.0,793592.0
2026-04-16 11:00:00,RB0,3373.79,3380.78,3364.01,3370.99,114107.0,792953.0
2026-04-16 13:00:00,RB0,3374.54,3382.28,3365.41,3372.09,107244.0,792290.0
2026-04-16 14:00:00,RB0,3375.53,3382.7,3367.49,3373.65,98098.0,791605.0
2026-04-17 09:00:00,RB0,3376.75,3383.55,3369.58,3375.57,87036.0,790904.0
2026-04-17 10:00:00,RB0,3378.15,3385.85,3371.18,3377.73,74497.0,790191.0
2026-04-17 11:00:00,RB0,3379.7,3387.35,3372.77,3380.02,60981.0,789469.0
2026-04-17 13:00:00,RB0,3381.37,3388.95,3374.36,3382.35,52973.0,788744.0
2026-04-17 14:00:00,RB0,3383.13,3392.25,3376.33,3384.61,66808.0,788020.0
2026-04-20 09:00:00,RB0,3384.95,3394.18,3378.62,3386.73,79973.0,787301.0
2026-04-20 10:00:00,RB0,3386.8,3395.07,3380.99,3388.67,91943.0,786593.0
2026-04-20 11:00:00,RB0,3388.64,3397.96,3382.24,3390.4,102241.0,785898.0
2026-04-20 13:00:00,RB0,3390.45,3399.49,3383.61,3391.92,110456.0,785222.0
2026-04-20 14:00:00,RB0,3392.21,3399.66,3385.19,3393.26,116261.0,784569.0
2026-04-21 09:00:00,RB0,3393.86,3401.88,3386.98,3394.43,119425.0,783942.0
2026-04-21 10:00:00,RB0,3395.39,3403.12,3388.92,3395.47,119820.0,783345.0
2026-04-21 11:00:00,RB0,3396.77,3403.37,3390.52,3396.42,117432.0,782782.0
2026-04-21 13:00:00,RB0,3397.95,3405.27,3391.03,3397.28,112356.0,782256.0
2026-04-21 14:00:00,RB0,3398.91,3406.62,3391.32,3398.06,104794.0,781770.0
2026-04-22 09:00:00,RB0,3399.62,3406.42,3391.74,3398.74,185048.0,781325.0
2026-04-22 10:00:00,RB0,3400.04,3407.21,3392.33,3399.29,83505.0,780925.0
2026-04-22 11:00:00,RB0,3400.15,3407.89,3393.03,3399.65,70627.0,780572.0
2026-04-22 13:00:00,RB0,3399.93,3406.91,3393.68,3399.75,56926.0,780266.0
2026-04-22 14:00:00,RB0,3399.36,3406.53,3393.28,3399.54,57050.0,780008.0
2026-04-23 09:00:00,RB0,3398.42,3406.67,3391.8,3398.93,70746.0,779800.0
2026-04-23 10:00:00,RB0,3397.12,3405.03,3390.16,3397.88,83614.0,779642.0
2026-04-23 11:00:00,RB0,3395.46,3403.15,3388.46,3396.34,95143.0,779532.0
2026-04-23 13:00:00,RB0,3393.46,3402.02,3386.72,3394.31,104872.0,779472.0
2026-04-23 14:00:00,RB0,3391.13,3399.12,3384.9,3391.81,112413.0,779460.0
2026-04-24 09:00:00,RB0,3388.53,3395.5,3382.63,3388.88,117466.0,779493.0
2026-04-24 10:00:00,RB0,3385.69,3393.34,3379.12,3385.61,119829.0,779572.0
2026-04-24 11:00:00,RB0,3382.66,3390.11,3375.2,3382.09,119408.0,779693.0
2026-04-24 13:00:00,RB0,3379.51,3385.93,3371.44,3378.46,116221.0,779854.0
2026-04-24 14:00:00,RB0,3376.3,3383.87,3367.99,3374.83,110393.0,780052.0
2026-04-27 09:00:00,RB0,3373.11,3380.67,3364.95,3371.35,102158.0,780285.0
2026-04-27 10:00:00,RB0,3370.0,3376.39,3362.33,3368.13,91843.0,780548.0
2026-04-27 11:00:00,RB0,3367.04,3374.5,3358.93,3365.26,79860.0,780838.0
2026-04-27 13:00:00,RB0,3364.3,3371.95,3356.03,3362.83,66687.0,781151.0
2026-04-27 14:00:00,RB0,3361.85,3368.45,3353.87,3360.88,52849.0,781483.0
2026-04-28 09:00:00,RB0,3359.74,3367.07,3352.5,3359.42,61104.0,781831.0
2026-04-28 10:00:00,RB0,3358.02,3366.15,3351.47,3358.44,74613.0,782188.0
2026-04-28 11:00:00,RB0,3356.72,3364.69,3350.74,3357.9,87141.0,782552.0
2026-04-28 13:00:00,RB0,3355.85,3364.92,3349.69,3357.74,98189.0,782917.0
2026-04-28 14:00:00,RB0,3355.44,3365.63,3348.76,3357.89,107315.0,783279.0
2026-04-29 09:00:00,RB0,3355.48,3365.26,3348.5,3358.29,114157.0,783634.0
2026-04-29 10:00:00,RB0,3355.95,3365.87,3348.97,3358.86,118440.0,783977.0
2026-04-29 11:00:00,RB0,3356.83,3367.3,3350.15,3359.56,119995.0,784304.0
2026-04-29 13:00:00,RB0,3358.07,3367.5,3351.92,3360.35,118760.0,784610.0
2026-04-29 14:00:00,RB0,3359.64,3368.05,3353.64,3361.23,114784.0,784893.0
2026-04-30 09:00:00,RB0,3361.47,3369.89,3354.91,3362.18,108224.0,785146.0
2026-04-30 10:00:00,RB0,3363.5,3370.8,3356.32,3363.25,99344.0,785369.0
2026-04-30 11:00:00,RB0,3365.68,3372.31,3357.43,3364.44,88496.0,785556.0
2026-04-30 13:00:00,RB0,3367.94,3375.6,3359.02,3365.8,76114.0,785705.0
2026-04-30 14:00:00,RB0,3370.23,3377.66,3361.05,3367.36,62690.0,785813.0
2026-05-01 09:00:00,RB0,3372.47,3378.89,3363.31,3369.13,51239.0,785878.0
2026-05-01 10:00:00,RB0,3374.61,3382.19,3364.68,3371.1,65119.0,785897.0
2026-05-01 11:00:00,RB0,3376.62,3384.17,3366.39,3373.24,168396.0,785870.0
2026-05-01 13:00:00,RB0,3378.44,3384.81,3368.5,3375.52,90541.0,785795.0
2026-05-01 14:00:00,RB0,3380.04,3387.51,3370.96,3377.84,101070.0,785670.0
2026-05-04 09:00:00,RB0,3381.39,3389.03,3373.66,3380.12,109563.0,785496.0
2026-05-04 10:00:00,RB0,3382.47,3389.04,3376.37,3382.26,115682.0,785273.0
2026-05-04 11:00:00,RB0,3383.26,3391.46,3377.01,3384.12,119181.0,785001.0
2026-05-04 13:00:00,RB0,3383.76,3393.31,3377.01,3385.61,119923.0,784680.0
2026-05-04 14:00:00,RB0,3383.97,3393.41,3376.96,3386.63,117877.0,784311.0
2026-05-05 09:00:00,RB0,3383.88,3394.3,3376.93,3387.11,113125.0,783898.0
2026-05-05 10:00:00,RB0,3383.5,3394.73,3376.89,3387.0,105857.0,783440.0
2026-05-05 11:00:00,RB0,3382.83,3393.24,3376.77,3386.28,96361.0,782941.0
2026-05-05 13:00:00,RB0,3381.89,3391.99,3375.81,3384.98,85018.0,782403.0
2026-05-05 14:00:00,RB0,3380.69,3390.88,3374.07,3383.14,72278.0,781829.0
2026-05-06 09:00:00,RB0,3379.25,3387.99,3372.29,3380.85,58650.0,781223.0
2026-05-06 10:00:00,RB0,3377.57,3385.04,3370.57,3378.21,55323.0,780587.0
2026-05-06 11:00:00,RB0,3375.67,3383.38,3368.59,3375.32,69083.0,779927.0
2026-05-06 13:00:00,RB0,3373.57,3380.86,3366.08,3372.3,82083.0,779244.0
2026-05-06 14:00:00,RB0,3371.3,3377.94,3363.35,3369.26,93803.0,778545.0
2026-05-07 09:00:00,RB0,3368.87,3376.53,3359.79,3366.29,103778.0,777833.0
2026-05-07 10:00:00,RB0,3366.32,3373.75,3356.55,3363.45,111608.0,777112.0
2026-05-07 11:00:00,RB0,3363.67,3370.11,3353.78,3360.8,116983.0,776387.0
2026-05-07 13:00:00,RB0,3360.97,3368.55,3351.51,3358.35,119686.0,775662.0
2026-05-07 14:00:00,RB0,3358.24,3365.78,3349.72,3356.11,119612.0,774943.0
2026-05-08 09:00:00,RB0,3355.53,3361.9,3348.27,3354.06,116763.0,774233.0
2026-05-08 10:00:00,RB0,3352.89,3360.37,3345.83,3352.17,111252.0,773536.0
2026-05-08 11:00:00,RB0,3350.37,3358.05,3343.57,3350.41,103299.0,772858.0
2026-05-08 13:00:00,RB0,3348.01,3355.32,3341.0,3348.75,93221.0,772202.0
2026-05-08 14:00:00,RB0,3345.87,3354.52,3338.95,3347.17,81420.0,771572.0
2026-05-11 09:00:00,RB0,3343.99,3353.37,3337.45,3345.67,68366.0,770971.0
2026-05-11 10:00:00,RB0,3342.42,3351.04,3336.45,3344.27,54580.0,770404.0
2026-05-11 11:00:00,RB0,3341.19,3350.21,3335.01,3343.01,59388.0,769874.0
2026-05-11 13:00:00,RB0,3340.34,3349.67,3333.64,3341.94,72982.0,769383.0
2026-05-11 14:00:00,RB0,3339.89,3348.07,3332.9,3341.12,85660.0,768933.0
2026-05-12 09:00:00,RB0,3339.86,3347.65,3332.89,3340.62,96916.0,768528.0
2026-05-12 10:00:00,RB0,3340.25,3348.26,3333.59,3340.52,106302.0,768169.0
2026-05-12 11:00:00,RB0,3341.06,3348.19,3334.73,3340.87,113443.0,767858.0
2026-05-12 13:00:00,RB0,3342.26,3349.11,3335.69,3341.7,118055.0,767595.0
2026-05-12 14:00:00,RB0,3343.82,3351.54,3336.45,3343.02,209954.0,767381.0
2026-05-13 09:00:00,RB0,3345.71,3352.99,3337.88,3344.82,119064.0,767217.0
2026-05-13 10:00:00,RB0,3347.86,3354.51,3340.02,3347.03,115421.0,767102.0
2026-05-13 11:00:00,RB0,3350.21,3357.88,3342.81,3349.59,109169.0,767036.0
2026-05-13 13:00:00,RB0,3352.71,3360.13,3346.09,3352.39,100559.0,767018.0
2026-05-13 14:00:00,RB0,3355.27,3361.76,3349.44,3355.31,89933.0,767047.0
2026-05-14 09:00:00,RB0,3357.83,3365.8,3351.4,3358.21,77715.0,767120.0
2026-05-14 10:00:00,RB0,3360.3,3368.51,3353.44,3360.97,64392.0,767236.0
2026-05-14 11:00:00,RB0,3362.62,3369.82,3355.6,3363.47,50495.0,767393.0
2026-05-14 13:00:00,RB0,3364.72,3373.08,3357.84,3365.6,63421.0,767587.0
2026-05-14 14:00:00,RB0,3366.53,3374.93,3360.08,3367.3,76802.0,767816.0
2026-05-15 09:00:00,RB0,3368.02,3375.07,3362.15,3368.52,89115.0,768075.0
2026-05-15 10:00:00,RB0,3369.14,3376.6,3362.88,3369.24,99869.0,768363.0
2026-05-15 11:00:00,RB0,3369.86,3377.56,3362.73,3369.49,108634.0,768673.0
2026-05-15 13:00:00,RB0,3370.16,3376.92,3362.29,3369.3,115062.0,769004.0
2026-05-15 14:00:00,RB0,3370.05,3377.25,3361.78,3368.73,118896.0,769349.0
2026-05-18 09:00:00,RB0,3369.51,3377.24,3361.25,3367.85,119983.0,769706.0
2026-05-18 10:00:00,RB0,3368.58,3375.52,3360.68,3366.73,118280.0,770069.0
2026-05-18 11:00:00,RB0,3367.27,3374.31,3359.34,3365.43,113855.0,770434.0
2026-05-18 13:00:00,RB0,3365.63,3373.37,3357.37,3364.01,106885.0,770797.0
2026-05-18 14:00:00,RB0,3363.69,3370.81,3355.53,3362.5,97646.0,771153.0
2026-05-19 09:00:00,RB0,3361.5,3368.36,3353.91,3360.9,86509.0,771498.0
2026-05-19 10:00:00,RB0,3359.1,3366.94,3352.38,3359.22,73915.0,771827.0
2026-05-19 11:00:00,RB0,3356.55,3364.71,3350.33,3357.44,60368.0,772136.0
2026-05-19 13:00:00,RB0,3353.89,3362.18,3347.97,3355.51,53592.0,772421.0
2026-05-19 14:00:00,RB0,3351.18,3361.1,3344.68,3353.43,67409.0,772678.0
2026-05-20 09:00:00,RB0,3348.45,3358.56,3341.55,3351.15,80532.0,772904.0
2026-05-20 10:00:00,RB0,3345.76,3355.12,3338.74,3348.65,92437.0,773095.0
2026-05-20 11:00:00,RB0,3343.13,3353.55,3336.3,3345.96,102651.0,773249.0
2026-05-20 13:00:00,RB0,3340.6,3350.62,3334.22,3343.09,110766.0,773362.0
2026-05-20 14:00:00,RB0,3338.2,3346.43,3332.43,3340.09,116458.0,773432.0
2026-05-21 09:00:00,RB0,3335.96,3344.54,3329.62,3337.05,119501.0,773457.0
2026-05-21 10:00:00,RB0,3333.91,3341.67,3327.1,3334.05,119773.0,773435.0
2026-05-21 11:00:00,RB0,3332.06,3338.6,3324.19,3331.2,117264.0,773365.0
2026-05-21 13:00:00,RB0,3330.42,3337.79,3321.71,3328.62,112072.0,773246.0
2026-05-21 14:00:00,RB0,3329.03,3336.72,3319.9,3326.42,104406.0,773078.0
2026-05-22 09:00:00,RB0,3327.88,3334.62,3318.74,3324.7,94572.0,772861.0
